fecha,hora,consumo,met_obtencion,datetime
2023-05-15,8,0.038,Estimado,2023-05-15 08:00:00
2023-05-15,9,0.039,Estimado,2023-05-15 09:00:00
2023-05-15,10,0.107,Estimado,2023-05-15 10:00:00
2023-05-15,11,0.289,Estimado,2023-05-15 11:00:00
2023-05-15,12,0.246,Estimado,2023-05-15 12:00:00
2023-05-15,13,0.252,Estimado,2023-05-15 13:00:00
2023-05-15,14,0.255,Estimado,2023-05-15 14:00:00
2023-05-15,15,0.323,Estimado,2023-05-15 15:00:00
2023-05-15,16,1.219,Estimado,2023-05-15 16:00:00
2023-05-15,17,0.268,Estimado,2023-05-15 17:00:00
2023-05-15,18,0.257,Estimado,2023-05-15 18:00:00
2023-05-15,19,0.237,Estimado,2023-05-15 19:00:00
2023-05-15,20,0.462,Estimado,2023-05-15 20:00:00
2023-05-15,21,0.561,Estimado,2023-05-15 21:00:00
2023-05-15,22,0.47,Estimado,2023-05-15 22:00:00
2023-05-15,23,0.536,Estimado,2023-05-15 23:00:00
2023-05-15,24,0.272,Estimado,2023-05-16 00:00:00
2023-05-16,1,0.239,Estimado,2023-05-16 01:00:00
2023-05-16,2,0.047,Estimado,2023-05-16 02:00:00
2023-05-16,3,0.039,Estimado,2023-05-16 03:00:00
2023-05-16,4,0.042,Estimado,2023-05-16 04:00:00
2023-05-16,5,0.041,Estimado,2023-05-16 05:00:00
2023-05-16,6,0.034,Estimado,2023-05-16 06:00:00
2023-05-16,7,0.034,Estimado,2023-05-16 07:00:00
2023-05-16,8,0.043,Estimado,2023-05-16 08:00:00
2023-05-16,9,0.088,Estimado,2023-05-16 09:00:00
2023-05-16,10,0.036,Estimado,2023-05-16 10:00:00
2023-05-16,11,0.033,Estimado,2023-05-16 11:00:00
2023-05-16,12,0.042,Estimado,2023-05-16 12:00:00
2023-05-16,13,0.043,Estimado,2023-05-16 13:00:00
2023-05-16,14,0.035,Estimado,2023-05-16 14:00:00
2023-05-16,15,0.036,Estimado,2023-05-16 15:00:00
2023-05-16,16,0.136,Estimado,2023-05-16 16:00:00
2023-05-16,17,0.337,Estimado,2023-05-16 17:00:00
2023-05-16,18,0.306,Estimado,2023-05-16 18:00:00
2023-05-16,19,0.305,Estimado,2023-05-16 19:00:00
2023-05-16,20,0.279,Estimado,2023-05-16 20:00:00
2023-05-16,21,0.271,Estimado,2023-05-16 21:00:00
2023-05-16,22,0.292,Estimado,2023-05-16 22:00:00
2023-05-16,23,0.279,Estimado,2023-05-16 23:00:00
2023-05-16,24,0.358,Estimado,2023-05-17 00:00:00
2023-05-17,1,0.318,Estimado,2023-05-17 01:00:00
2023-05-17,2,0.126,Estimado,2023-05-17 02:00:00
2023-05-17,3,0.042,Estimado,2023-05-17 03:00:00
2023-05-17,4,0.041,Estimado,2023-05-17 04:00:00
2023-05-17,5,0.039,Estimado,2023-05-17 05:00:00
2023-05-17,6,0.037,Estimado,2023-05-17 06:00:00
2023-05-17,7,0.038,Estimado,2023-05-17 07:00:00
2023-05-17,8,0.039,Estimado,2023-05-17 08:00:00
2023-05-17,9,0.042,Estimado,2023-05-17 09:00:00
2023-05-17,10,0.04,Estimado,2023-05-17 10:00:00
2023-05-17,11,0.042,Estimado,2023-05-17 11:00:00
2023-05-17,12,0.109,Estimado,2023-05-17 12:00:00
2023-05-17,13,0.243,Estimado,2023-05-17 13:00:00
2023-05-17,14,0.212,Estimado,2023-05-17 14:00:00
2023-05-17,15,0.228,Estimado,2023-05-17 15:00:00
2023-05-17,16,0.847,Estimado,2023-05-17 16:00:00
2023-05-17,17,0.238,Estimado,2023-05-17 17:00:00
2023-05-17,18,0.202,Estimado,2023-05-17 18:00:00
2023-05-17,19,0.428,Estimado,2023-05-17 19:00:00
2023-05-17,20,0.596,Estimado,2023-05-17 20:00:00
2023-05-17,21,0.334,Estimado,2023-05-17 21:00:00
2023-05-17,22,0.508,Estimado,2023-05-17 22:00:00
2023-05-17,23,0.377,Estimado,2023-05-17 23:00:00
2023-05-17,24,0.362,Estimado,2023-05-18 00:00:00
2023-05-18,1,0.462,Estimado,2023-05-18 01:00:00
2023-05-18,2,0.248,Estimado,2023-05-18 02:00:00
2023-05-18,3,0.048,Estimado,2023-05-18 03:00:00
2023-05-18,4,0.04,Estimado,2023-05-18 04:00:00
2023-05-18,5,0.039,Estimado,2023-05-18 05:00:00
2023-05-18,6,0.043,Estimado,2023-05-18 06:00:00
2023-05-18,7,0.1,Estimado,2023-05-18 07:00:00
2023-05-18,8,0.044,Estimado,2023-05-18 08:00:00
2023-05-18,9,0.047,Estimado,2023-05-18 09:00:00
2023-05-18,10,0.169,Estimado,2023-05-18 10:00:00
2023-05-18,11,0.304,Estimado,2023-05-18 11:00:00
2023-05-18,12,0.256,Estimado,2023-05-18 12:00:00
2023-05-18,13,0.274,Estimado,2023-05-18 13:00:00
2023-05-18,14,0.286,Estimado,2023-05-18 14:00:00
2023-05-18,15,0.71,Estimado,2023-05-18 15:00:00
2023-05-18,16,0.259,Estimado,2023-05-18 16:00:00
2023-05-18,17,0.252,Estimado,2023-05-18 17:00:00
2023-05-18,18,0.25,Estimado,2023-05-18 18:00:00
2023-05-18,19,0.241,Estimado,2023-05-18 19:00:00
2023-05-18,20,0.069,Estimado,2023-05-18 20:00:00
2023-05-18,21,0.047,Estimado,2023-05-18 21:00:00
2023-05-18,22,0.046,Estimado,2023-05-18 22:00:00
2023-05-18,23,0.11,Estimado,2023-05-18 23:00:00
2023-05-18,24,0.304,Estimado,2023-05-19 00:00:00
2023-05-19,1,0.248,Estimado,2023-05-19 01:00:00
2023-05-19,2,0.045,Estimado,2023-05-19 02:00:00
2023-05-19,3,0.045,Estimado,2023-05-19 03:00:00
2023-05-19,4,0.041,Estimado,2023-05-19 04:00:00
2023-05-19,5,0.038,Estimado,2023-05-19 05:00:00
2023-05-19,6,0.044,Estimado,2023-05-19 06:00:00
2023-05-19,7,0.04,Estimado,2023-05-19 07:00:00
2023-05-19,8,0.041,Estimado,2023-05-19 08:00:00
2023-05-19,9,0.044,Estimado,2023-05-19 09:00:00
2023-05-19,10,0.091,Estimado,2023-05-19 10:00:00
2023-05-19,11,0.249,Estimado,2023-05-19 11:00:00
2023-05-19,12,0.288,Estimado,2023-05-19 12:00:00
2023-05-19,13,0.253,Estimado,2023-05-19 13:00:00
2023-05-19,14,0.299,Estimado,2023-05-19 14:00:00
2023-05-19,15,0.555,Estimado,2023-05-19 15:00:00
2023-05-19,16,0.623,Estimado,2023-05-19 16:00:00
2023-05-19,17,0.251,Estimado,2023-05-19 17:00:00
2023-05-19,18,0.332,Estimado,2023-05-19 18:00:00
2023-05-19,19,0.891,Estimado,2023-05-19 19:00:00
2023-05-19,20,0.044,Estimado,2023-05-19 20:00:00
2023-05-19,21,0.041,Estimado,2023-05-19 21:00:00
2023-05-19,22,0.039,Estimado,2023-05-19 22:00:00
2023-05-19,23,0.039,Estimado,2023-05-19 23:00:00
2023-05-19,24,0.043,Estimado,2023-05-20 00:00:00
2023-05-20,1,0.155,Estimado,2023-05-20 01:00:00
2023-05-20,2,0.224,Estimado,2023-05-20 02:00:00
2023-05-20,3,0.041,Estimado,2023-05-20 03:00:00
2023-05-20,4,0.035,Estimado,2023-05-20 04:00:00
2023-05-20,5,0.037,Estimado,2023-05-20 05:00:00
2023-05-20,6,0.036,Estimado,2023-05-20 06:00:00
2023-05-20,7,0.042,Estimado,2023-05-20 07:00:00
2023-05-20,8,0.04,Estimado,2023-05-20 08:00:00
2023-05-20,9,0.042,Estimado,2023-05-20 09:00:00
2023-05-20,10,0.04,Estimado,2023-05-20 10:00:00
2023-05-20,11,0.04,Estimado,2023-05-20 11:00:00
2023-05-20,12,0.091,Estimado,2023-05-20 12:00:00
2023-05-20,13,0.312,Estimado,2023-05-20 13:00:00
2023-05-20,14,0.236,Estimado,2023-05-20 14:00:00
2023-05-20,15,0.671,Estimado,2023-05-20 15:00:00
2023-05-20,16,0.864,Estimado,2023-05-20 16:00:00
2023-05-20,17,0.832,Estimado,2023-05-20 17:00:00
2023-05-20,18,1.013,Estimado,2023-05-20 18:00:00
2023-05-20,19,0.681,Estimado,2023-05-20 19:00:00
2023-05-20,20,0.126,Estimado,2023-05-20 20:00:00
2023-05-20,21,0.037,Estimado,2023-05-20 21:00:00
2023-05-20,22,0.091,Estimado,2023-05-20 22:00:00
2023-05-20,23,0.06,Estimado,2023-05-20 23:00:00
2023-05-20,24,0.043,Estimado,2023-05-21 00:00:00
2023-05-21,1,0.037,Estimado,2023-05-21 01:00:00
2023-05-21,2,0.042,Estimado,2023-05-21 02:00:00
2023-05-21,3,0.037,Estimado,2023-05-21 03:00:00
2023-05-21,4,0.052,Estimado,2023-05-21 04:00:00
2023-05-21,5,0.08,Estimado,2023-05-21 05:00:00
2023-05-21,6,0.05,Estimado,2023-05-21 06:00:00
2023-05-21,7,0.04,Estimado,2023-05-21 07:00:00
2023-05-21,8,0.033,Estimado,2023-05-21 08:00:00
2023-05-21,9,0.035,Estimado,2023-05-21 09:00:00
2023-05-21,10,0.041,Estimado,2023-05-21 10:00:00
2023-05-21,11,0.04,Estimado,2023-05-21 11:00:00
2023-05-21,12,0.104,Estimado,2023-05-21 12:00:00
2023-05-21,13,0.223,Estimado,2023-05-21 13:00:00
2023-05-21,14,0.284,Estimado,2023-05-21 14:00:00
2023-05-21,15,0.339,Estimado,2023-05-21 15:00:00
2023-05-21,16,0.537,Estimado,2023-05-21 16:00:00
2023-05-21,17,0.251,Estimado,2023-05-21 17:00:00
2023-05-21,18,0.247,Estimado,2023-05-21 18:00:00
2023-05-21,19,0.23,Estimado,2023-05-21 19:00:00
2023-05-21,20,0.375,Estimado,2023-05-21 20:00:00
2023-05-21,21,0.509,Estimado,2023-05-21 21:00:00
2023-05-21,22,0.233,Estimado,2023-05-21 22:00:00
2023-05-21,23,0.239,Estimado,2023-05-21 23:00:00
2023-05-21,24,0.28,Estimado,2023-05-22 00:00:00
2023-05-22,1,0.25,Estimado,2023-05-22 01:00:00
2023-05-22,2,0.246,Estimado,2023-05-22 02:00:00
2023-05-22,3,0.041,Estimado,2023-05-22 03:00:00
2023-05-22,4,0.041,Estimado,2023-05-22 04:00:00
2023-05-22,5,0.044,Estimado,2023-05-22 05:00:00
2023-05-22,6,0.039,Estimado,2023-05-22 06:00:00
2023-05-22,7,0.038,Estimado,2023-05-22 07:00:00
2023-05-22,8,0.088,Estimado,2023-05-22 08:00:00
2023-05-22,9,0.062,Estimado,2023-05-22 09:00:00
2023-05-22,10,0.168,Estimado,2023-05-22 10:00:00
2023-05-22,11,0.308,Estimado,2023-05-22 11:00:00
2023-05-22,12,0.257,Estimado,2023-05-22 12:00:00
2023-05-22,13,0.263,Estimado,2023-05-22 13:00:00
2023-05-22,14,0.387,Estimado,2023-05-22 14:00:00
2023-05-22,15,0.537,Estimado,2023-05-22 15:00:00
2023-05-22,16,0.296,Estimado,2023-05-22 16:00:00
2023-05-22,17,0.3,Estimado,2023-05-22 17:00:00
2023-05-22,18,0.288,Estimado,2023-05-22 18:00:00
2023-05-22,19,0.277,Estimado,2023-05-22 19:00:00
2023-05-22,20,0.231,Estimado,2023-05-22 20:00:00
2023-05-22,21,0.086,Estimado,2023-05-22 21:00:00
2023-05-22,22,0.694,Estimado,2023-05-22 22:00:00
2023-05-22,23,1.414,Estimado,2023-05-22 23:00:00
2023-05-22,24,0.564,Estimado,2023-05-23 00:00:00
2023-05-23,1,0.417,Estimado,2023-05-23 01:00:00
2023-05-23,2,0.125,Estimado,2023-05-23 02:00:00
2023-05-23,3,0.042,Estimado,2023-05-23 03:00:00
2023-05-23,4,0.042,Estimado,2023-05-23 04:00:00
2023-05-23,5,0.043,Estimado,2023-05-23 05:00:00
2023-05-23,6,0.038,Estimado,2023-05-23 06:00:00
2023-05-23,7,0.04,Estimado,2023-05-23 07:00:00
2023-05-23,8,0.042,Estimado,2023-05-23 08:00:00
2023-05-23,9,0.076,Estimado,2023-05-23 09:00:00
2023-05-23,10,0.047,Estimado,2023-05-23 10:00:00
2023-05-23,11,0.043,Estimado,2023-05-23 11:00:00
2023-05-23,12,0.042,Estimado,2023-05-23 12:00:00
2023-05-23,13,0.041,Estimado,2023-05-23 13:00:00
2023-05-23,14,0.089,Estimado,2023-05-23 14:00:00
2023-05-23,15,0.059,Estimado,2023-05-23 15:00:00
2023-05-23,16,0.041,Estimado,2023-05-23 16:00:00
2023-05-23,17,0.047,Estimado,2023-05-23 17:00:00
2023-05-23,18,0.036,Estimado,2023-05-23 18:00:00
2023-05-23,19,0.08,Estimado,2023-05-23 19:00:00
2023-05-23,20,1.125,Estimado,2023-05-23 20:00:00
2023-05-23,21,1.1,Estimado,2023-05-23 21:00:00
2023-05-23,22,1.071,Estimado,2023-05-23 22:00:00
2023-05-23,23,0.651,Estimado,2023-05-23 23:00:00
2023-05-23,24,0.345,Estimado,2023-05-24 00:00:00
2023-05-24,1,0.228,Estimado,2023-05-24 01:00:00
2023-05-24,2,0.099,Estimado,2023-05-24 02:00:00
2023-05-24,3,0.044,Estimado,2023-05-24 03:00:00
2023-05-24,4,0.046,Estimado,2023-05-24 04:00:00
2023-05-24,5,0.041,Estimado,2023-05-24 05:00:00
2023-05-24,6,0.04,Estimado,2023-05-24 06:00:00
2023-05-24,7,0.039,Estimado,2023-05-24 07:00:00
2023-05-24,8,0.04,Estimado,2023-05-24 08:00:00
2023-05-24,9,0.071,Estimado,2023-05-24 09:00:00
2023-05-24,10,0.056,Estimado,2023-05-24 10:00:00
2023-05-24,11,0.043,Estimado,2023-05-24 11:00:00
2023-05-24,12,0.043,Estimado,2023-05-24 12:00:00
2023-05-24,13,0.039,Estimado,2023-05-24 13:00:00
2023-05-24,14,0.045,Estimado,2023-05-24 14:00:00
2023-05-24,15,0.11,Estimado,2023-05-24 15:00:00
2023-05-24,16,1.284,Estimado,2023-05-24 16:00:00
2023-05-24,17,0.799,Estimado,2023-05-24 17:00:00
2023-05-24,18,0.901,Estimado,2023-05-24 18:00:00
2023-05-24,19,1.081,Estimado,2023-05-24 19:00:00
2023-05-24,20,0.746,Estimado,2023-05-24 20:00:00
2023-05-24,21,0.379,Estimado,2023-05-24 21:00:00
2023-05-24,22,0.497,Estimado,2023-05-24 22:00:00
2023-05-24,23,0.311,Estimado,2023-05-24 23:00:00
2023-05-24,24,0.356,Estimado,2023-05-25 00:00:00
2023-05-25,1,0.454,Estimado,2023-05-25 01:00:00
2023-05-25,2,0.08,Estimado,2023-05-25 02:00:00
2023-05-25,3,0.045,Estimado,2023-05-25 03:00:00
2023-05-25,4,0.044,Estimado,2023-05-25 04:00:00
2023-05-25,5,0.04,Estimado,2023-05-25 05:00:00
2023-05-25,6,0.039,Estimado,2023-05-25 06:00:00
2023-05-25,7,0.039,Estimado,2023-05-25 07:00:00
2023-05-25,8,0.045,Estimado,2023-05-25 08:00:00
2023-05-25,9,0.094,Estimado,2023-05-25 09:00:00
2023-05-25,10,0.276,Estimado,2023-05-25 10:00:00
2023-05-25,11,0.279,Estimado,2023-05-25 11:00:00
2023-05-25,12,0.272,Estimado,2023-05-25 12:00:00
2023-05-25,13,0.296,Estimado,2023-05-25 13:00:00
2023-05-25,14,0.984,Estimado,2023-05-25 14:00:00
2023-05-25,15,0.277,Estimado,2023-05-25 15:00:00
2023-05-25,16,0.189,Estimado,2023-05-25 16:00:00
2023-05-25,17,0.036,Estimado,2023-05-25 17:00:00
2023-05-25,18,0.033,Estimado,2023-05-25 18:00:00
2023-05-25,19,0.033,Estimado,2023-05-25 19:00:00
2023-05-25,20,0.027,Estimado,2023-05-25 20:00:00
2023-05-25,21,0.029,Estimado,2023-05-25 21:00:00
2023-05-25,22,0.029,Estimado,2023-05-25 22:00:00
2023-05-25,23,0.029,Estimado,2023-05-25 23:00:00
2023-05-25,24,0.031,Estimado,2023-05-26 00:00:00
2023-05-26,1,0.032,Estimado,2023-05-26 01:00:00
2023-05-26,2,0.033,Estimado,2023-05-26 02:00:00
2023-05-26,3,0.028,Estimado,2023-05-26 03:00:00
2023-05-26,4,0.028,Estimado,2023-05-26 04:00:00
2023-05-26,5,0.028,Estimado,2023-05-26 05:00:00
2023-05-26,6,0.033,Estimado,2023-05-26 06:00:00
2023-05-26,7,0.028,Estimado,2023-05-26 07:00:00
2023-05-26,8,0.027,Estimado,2023-05-26 08:00:00
2023-05-26,9,0.028,Estimado,2023-05-26 09:00:00
2023-05-26,10,0.028,Estimado,2023-05-26 10:00:00
2023-05-26,11,0.095,Estimado,2023-05-26 11:00:00
2023-05-26,12,0.043,Estimado,2023-05-26 12:00:00
2023-05-26,13,0.034,Estimado,2023-05-26 13:00:00
2023-05-26,14,0.027,Estimado,2023-05-26 14:00:00
2023-05-26,15,0.028,Estimado,2023-05-26 15:00:00
2023-05-26,16,0.035,Estimado,2023-05-26 16:00:00
2023-05-26,17,0.031,Estimado,2023-05-26 17:00:00
2023-05-26,18,0.027,Estimado,2023-05-26 18:00:00
2023-05-26,19,0.032,Estimado,2023-05-26 19:00:00
2023-05-26,20,0.026,Estimado,2023-05-26 20:00:00
2023-05-26,21,0.026,Estimado,2023-05-26 21:00:00
2023-05-26,22,0.034,Estimado,2023-05-26 22:00:00
2023-05-26,23,0.033,Estimado,2023-05-26 23:00:00
2023-05-26,24,0.026,Estimado,2023-05-27 00:00:00
2023-05-27,1,0.031,Estimado,2023-05-27 01:00:00
2023-05-27,2,0.026,Estimado,2023-05-27 02:00:00
2023-05-27,3,0.026,Estimado,2023-05-27 03:00:00
2023-05-27,4,0.025,Estimado,2023-05-27 04:00:00
2023-05-27,5,0.032,Estimado,2023-05-27 05:00:00
2023-05-27,6,0.03,Estimado,2023-05-27 06:00:00
2023-05-27,7,0.025,Estimado,2023-05-27 07:00:00
2023-05-27,8,0.03,Estimado,2023-05-27 08:00:00
2023-05-27,9,0.028,Estimado,2023-05-27 09:00:00
2023-05-27,10,0.024,Estimado,2023-05-27 10:00:00
2023-05-27,11,0.025,Estimado,2023-05-27 11:00:00
2023-05-27,12,0.028,Estimado,2023-05-27 12:00:00
2023-05-27,13,0.031,Estimado,2023-05-27 13:00:00
2023-05-27,14,0.029,Estimado,2023-05-27 14:00:00
2023-05-27,15,0.025,Estimado,2023-05-27 15:00:00
2023-05-27,16,0.028,Estimado,2023-05-27 16:00:00
2023-05-27,17,0.03,Estimado,2023-05-27 17:00:00
2023-05-27,18,0.025,Estimado,2023-05-27 18:00:00
2023-05-27,19,0.025,Estimado,2023-05-27 19:00:00
2023-05-27,20,0.026,Estimado,2023-05-27 20:00:00
2023-05-27,21,0.027,Estimado,2023-05-27 21:00:00
2023-05-27,22,0.031,Estimado,2023-05-27 22:00:00
2023-05-27,23,0.031,Estimado,2023-05-27 23:00:00
2023-05-27,24,0.026,Estimado,2023-05-28 00:00:00
2023-05-28,1,0.025,Estimado,2023-05-28 01:00:00
2023-05-28,2,0.068,Estimado,2023-05-28 02:00:00
2023-05-28,3,0.054,Estimado,2023-05-28 03:00:00
2023-05-28,4,0.031,Estimado,2023-05-28 04:00:00
2023-05-28,5,0.034,Estimado,2023-05-28 05:00:00
2023-05-28,6,0.025,Estimado,2023-05-28 06:00:00
2023-05-28,7,0.029,Estimado,2023-05-28 07:00:00
2023-05-28,8,0.027,Estimado,2023-05-28 08:00:00
2023-05-28,9,0.024,Estimado,2023-05-28 09:00:00
2023-05-28,10,0.025,Estimado,2023-05-28 10:00:00
2023-05-28,11,0.031,Estimado,2023-05-28 11:00:00
2023-05-28,12,0.03,Estimado,2023-05-28 12:00:00
2023-05-28,13,0.028,Estimado,2023-05-28 13:00:00
2023-05-28,14,0.027,Estimado,2023-05-28 14:00:00
2023-05-28,15,0.022,Estimado,2023-05-28 15:00:00
2023-05-28,16,0.033,Estimado,2023-05-28 16:00:00
2023-05-28,17,0.026,Estimado,2023-05-28 17:00:00
2023-05-28,18,0.029,Estimado,2023-05-28 18:00:00
2023-05-28,19,0.24,Estimado,2023-05-28 19:00:00
2023-05-28,20,0.242,Estimado,2023-05-28 20:00:00
2023-05-28,21,0.224,Estimado,2023-05-28 21:00:00
2023-05-28,22,0.214,Estimado,2023-05-28 22:00:00
2023-05-28,23,0.889,Estimado,2023-05-28 23:00:00
2023-05-28,24,0.255,Estimado,2023-05-29 00:00:00
2023-05-29,1,0.317,Estimado,2023-05-29 01:00:00
2023-05-29,2,0.304,Estimado,2023-05-29 02:00:00
2023-05-29,3,0.07,Estimado,2023-05-29 03:00:00
2023-05-29,4,0.043,Estimado,2023-05-29 04:00:00
2023-05-29,5,0.039,Estimado,2023-05-29 05:00:00
2023-05-29,6,0.039,Estimado,2023-05-29 06:00:00
2023-05-29,7,0.04,Estimado,2023-05-29 07:00:00
2023-05-29,8,0.035,Estimado,2023-05-29 08:00:00
2023-05-29,9,0.044,Estimado,2023-05-29 09:00:00
2023-05-29,10,0.295,Estimado,2023-05-29 10:00:00
2023-05-29,11,0.261,Estimado,2023-05-29 11:00:00
2023-05-29,12,0.237,Estimado,2023-05-29 12:00:00
2023-05-29,13,0.258,Estimado,2023-05-29 13:00:00
2023-05-29,14,0.289,Estimado,2023-05-29 14:00:00
2023-05-29,15,0.348,Estimado,2023-05-29 15:00:00
2023-05-29,16,0.747,Estimado,2023-05-29 16:00:00
2023-05-29,17,0.284,Estimado,2023-05-29 17:00:00
2023-05-29,18,0.277,Estimado,2023-05-29 18:00:00
2023-05-29,19,0.316,Estimado,2023-05-29 19:00:00
2023-05-29,20,0.082,Estimado,2023-05-29 20:00:00
2023-05-29,21,0.135,Estimado,2023-05-29 21:00:00
2023-05-29,22,0.28,Estimado,2023-05-29 22:00:00
2023-05-29,23,0.278,Estimado,2023-05-29 23:00:00
2023-05-29,24,0.294,Estimado,2023-05-30 00:00:00
2023-05-30,1,0.293,Estimado,2023-05-30 01:00:00
2023-05-30,2,0.155,Estimado,2023-05-30 02:00:00
2023-05-30,3,0.05,Estimado,2023-05-30 03:00:00
2023-05-30,4,0.042,Estimado,2023-05-30 04:00:00
2023-05-30,5,0.039,Estimado,2023-05-30 05:00:00
2023-05-30,6,0.045,Estimado,2023-05-30 06:00:00
2023-05-30,7,0.041,Estimado,2023-05-30 07:00:00
2023-05-30,8,0.037,Estimado,2023-05-30 08:00:00
2023-05-30,9,0.107,Estimado,2023-05-30 09:00:00
2023-05-30,10,0.256,Estimado,2023-05-30 10:00:00
2023-05-30,11,0.288,Estimado,2023-05-30 11:00:00
2023-05-30,12,0.283,Estimado,2023-05-30 12:00:00
2023-05-30,13,0.244,Estimado,2023-05-30 13:00:00
2023-05-30,14,0.272,Estimado,2023-05-30 14:00:00
2023-05-30,15,0.256,Estimado,2023-05-30 15:00:00
2023-05-30,16,0.691,Estimado,2023-05-30 16:00:00
2023-05-30,17,0.289,Estimado,2023-05-30 17:00:00
2023-05-30,18,0.262,Estimado,2023-05-30 18:00:00
2023-05-30,19,0.257,Estimado,2023-05-30 19:00:00
2023-05-30,20,0.248,Estimado,2023-05-30 20:00:00
2023-05-30,21,0.227,Estimado,2023-05-30 21:00:00
2023-05-30,22,0.272,Estimado,2023-05-30 22:00:00
2023-05-30,23,0.374,Estimado,2023-05-30 23:00:00
2023-05-30,24,0.343,Estimado,2023-05-31 00:00:00
2023-05-31,1,0.25,Estimado,2023-05-31 01:00:00
2023-05-31,2,0.169,Estimado,2023-05-31 02:00:00
2023-05-31,3,0.045,Estimado,2023-05-31 03:00:00
2023-05-31,4,0.04,Estimado,2023-05-31 04:00:00
2023-05-31,5,0.04,Estimado,2023-05-31 05:00:00
2023-05-31,6,0.039,Estimado,2023-05-31 06:00:00
2023-05-31,7,0.04,Estimado,2023-05-31 07:00:00
2023-05-31,8,0.04,Estimado,2023-05-31 08:00:00
2023-05-31,9,0.081,Estimado,2023-05-31 09:00:00
2023-05-31,10,0.041,Estimado,2023-05-31 10:00:00
2023-05-31,11,0.041,Estimado,2023-05-31 11:00:00
2023-05-31,12,0.041,Estimado,2023-05-31 12:00:00
2023-05-31,13,0.04,Estimado,2023-05-31 13:00:00
2023-05-31,14,0.04,Estimado,2023-05-31 14:00:00
2023-05-31,15,0.04,Estimado,2023-05-31 15:00:00
2023-05-31,16,0.119,Estimado,2023-05-31 16:00:00
2023-05-31,17,0.243,Estimado,2023-05-31 17:00:00
2023-05-31,18,0.251,Estimado,2023-05-31 18:00:00
